current_path,current_filename,suggested_clean_filename,project_group,confidence,category,safety_status,unsafe_elements,recommended_fix,suggested_usage,source_public_status,alt_en
"public/images/projects/heritage-gfrc-facade-package/99-archive-duplicates-needs-review/heritage-gfrc-arch-duplicate-01.jpeg","heritage-gfrc-arch-duplicate-01.jpeg","heritage-gfrc-arch-duplicate-01.jpeg","heritage-gfrc-facade-package","High","Internal Only","Needs Manual Review","duplicate/near duplicate","manual review required","internal only","Needs crop/review","GFRC heritage-style facade package with arches, cornices, decorative screens and patterned facade panels."
"public/images/projects/heritage-gfrc-facade-package/99-archive-duplicates-needs-review/heritage-gfrc-site-duplicate-02.jpeg","heritage-gfrc-site-duplicate-02.jpeg","heritage-gfrc-site-duplicate-02.jpeg","heritage-gfrc-facade-package","High","Internal Only","Needs Manual Review","duplicate/near duplicate","manual review required","internal only","Needs crop/review","GFRC heritage-style facade package with arches, cornices, decorative screens and patterned facade panels."
"public/images/projects/heritage-gfrc-facade-package/99-archive-duplicates-needs-review/heritage-gfrc-site-duplicate-03.jpeg","heritage-gfrc-site-duplicate-03.jpeg","heritage-gfrc-site-duplicate-03.jpeg","heritage-gfrc-facade-package","High","Internal Only","Needs Manual Review","duplicate/near duplicate","manual review required","internal only","Needs crop/review","GFRC heritage-style facade package with arches, cornices, decorative screens and patterned facade panels."
"public/images/projects/infrastructure-bridge-gfrc-cladding-package/01-hero/infrastructure-bridge-gfrc-cladding-hero-01.jpeg","infrastructure-bridge-gfrc-cladding-hero-01.jpeg","infrastructure-bridge-gfrc-cladding-hero-01.jpeg","infrastructure-bridge-gfrc-cladding-package","Medium","Project Gallery","Sanitizable","site/location identity; confidential drawing/detail","crop; strip metadata; optimize copy","do not publish (until sanitized)","Needs review / site-progress image","GFRC/GRC cladding panels for bridge and infrastructure overpass works."
"public/images/projects/infrastructure-bridge-gfrc-cladding-package/02-bridge-overview/infrastructure-bridge-gfrc-cladding-overview-01.jpeg","infrastructure-bridge-gfrc-cladding-overview-01.jpeg","infrastructure-bridge-gfrc-cladding-overview-01.jpeg","infrastructure-bridge-gfrc-cladding-package","Medium","Project Gallery","Sanitizable","site/location identity; confidential drawing/detail","crop; strip metadata; optimize copy","do not publish (until sanitized)","Needs review / site-progress image","GFRC/GRC cladding panels for bridge and infrastructure overpass works."
"public/images/projects/infrastructure-bridge-gfrc-cladding-package/03-installation-progress/infrastructure-bridge-gfrc-cladding-installation-progress-01.jpeg","infrastructure-bridge-gfrc-cladding-installation-progress-01.jpeg","infrastructure-bridge-gfrc-cladding-installation-progress-01.jpeg","infrastructure-bridge-gfrc-cladding-package","Medium","Project Gallery","Sanitizable","site/location identity; confidential drawing/detail","crop; strip metadata; optimize copy","do not publish (until sanitized)","Needs review / site-progress image","GFRC/GRC cladding panels for bridge and infrastructure overpass works."
"public/images/projects/infrastructure-bridge-gfrc-cladding-package/99-archive-originals/WhatsApp_Image_2022-05-25_at_3.37.34_PM_16.jpeg","WhatsApp_Image_2022-05-25_at_3.37.34_PM_16.jpeg","whatsapp-image-2022-05-25-at-3.37.34-pm-16.jpeg","infrastructure-bridge-gfrc-cladding-package","High","Internal Only","Internal Only","","keep private","internal only","Archive only","Original archive image for bridge GFRC/GRC cladding project."
"public/images/projects/infrastructure-bridge-gfrc-cladding-package/99-archive-originals/WhatsApp_Image_2022-05-25_at_3.37.34_PM_2.jpeg","WhatsApp_Image_2022-05-25_at_3.37.34_PM_2.jpeg","whatsapp-image-2022-05-25-at-3.37.34-pm-2.jpeg","infrastructure-bridge-gfrc-cladding-package","High","Internal Only","Internal Only","","keep private","internal only","Archive only","Original archive image for bridge GFRC/GRC cladding project."
"public/images/projects/infrastructure-bridge-gfrc-cladding-package/99-archive-originals/WhatsApp_Image_2022-05-25_at_3.37.34_PM_7.jpeg","WhatsApp_Image_2022-05-25_at_3.37.34_PM_7.jpeg","whatsapp-image-2022-05-25-at-3.37.34-pm-7.jpeg","infrastructure-bridge-gfrc-cladding-package","High","Internal Only","Internal Only","","keep private","internal only","Archive only","Original archive image for bridge GFRC/GRC cladding project."
"public/images/projects/infrastructure-underpass-patterned-gfrc-wall-cladding-package/01-hero/infrastructure-underpass-patterned-gfrc-wall-cladding-hero-01.jpg","infrastructure-underpass-patterned-gfrc-wall-cladding-hero-01.jpg","infrastructure-underpass-patterned-gfrc-wall-cladding-hero-01.jpg","infrastructure-underpass-patterned-gfrc-wall-cladding-package","Medium","Project Gallery","Sanitizable","site/location identity","crop; strip metadata; optimize copy","do not publish (until sanitized)","Public candidate after crop","Infrastructure GFRC/GRC patterned wall cladding with geometric relief panels."
"public/images/projects/infrastructure-underpass-patterned-gfrc-wall-cladding-package/02-wall-cladding-overview/infrastructure-underpass-patterned-gfrc-wall-cladding-overview-01.jpg","infrastructure-underpass-patterned-gfrc-wall-cladding-overview-01.jpg","infrastructure-underpass-patterned-gfrc-wall-cladding-overview-01.jpg","infrastructure-underpass-patterned-gfrc-wall-cladding-package","Medium","Project Gallery","Sanitizable","site/location identity","crop; strip metadata; optimize copy","do not publish (until sanitized)","Public candidate after crop","Infrastructure GFRC/GRC patterned wall cladding with geometric relief panels."
"public/images/projects/infrastructure-underpass-patterned-gfrc-wall-cladding-package/03-pattern-detail/infrastructure-underpass-patterned-gfrc-wall-cladding-detail-01.jpg","infrastructure-underpass-patterned-gfrc-wall-cladding-detail-01.jpg","infrastructure-underpass-patterned-gfrc-wall-cladding-detail-01.jpg","infrastructure-underpass-patterned-gfrc-wall-cladding-package","Medium","Project Gallery","Sanitizable","site/location identity","crop; strip metadata; optimize copy","do not publish (until sanitized)","Needs crop / archive","Infrastructure GFRC/GRC patterned wall cladding with geometric relief panels."
"public/images/projects/infrastructure-underpass-patterned-gfrc-wall-cladding-package/04-site-context-needs-crop/infrastructure-underpass-patterned-gfrc-wall-cladding-site-context-01.jpg","infrastructure-underpass-patterned-gfrc-wall-cladding-site-context-01.jpg","infrastructure-underpass-patterned-gfrc-wall-cladding-site-context-01.jpg","infrastructure-underpass-patterned-gfrc-wall-cladding-package","Medium","Project Gallery","Sanitizable","site/location identity","crop; strip metadata; optimize copy","do not publish (until sanitized)","Needs crop / archive","Infrastructure GFRC/GRC patterned wall cladding with geometric relief panels."
"public/images/projects/infrastructure-underpass-patterned-gfrc-wall-cladding-package/99-archive-originals/WhatsApp_Image_2025-02-26_at_11.40.52_AM_(1).jpeg","WhatsApp_Image_2025-02-26_at_11.40.52_AM_(1).jpeg","whatsapp-image-2025-02-26-at-11.40.52-am-1.jpeg","infrastructure-underpass-patterned-gfrc-wall-cladding-package","High","Internal Only","Internal Only","","keep private","internal only","",""
"public/images/projects/infrastructure-underpass-patterned-gfrc-wall-cladding-package/99-archive-originals/WhatsApp_Image_2025-02-26_at_11.40.52_AM_(3).jpeg","WhatsApp_Image_2025-02-26_at_11.40.52_AM_(3).jpeg","whatsapp-image-2025-02-26-at-11.40.52-am-3.jpeg","infrastructure-underpass-patterned-gfrc-wall-cladding-package","High","Internal Only","Internal Only","","keep private","internal only","",""
"public/images/projects/infrastructure-underpass-patterned-gfrc-wall-cladding-package/99-archive-originals/WhatsApp_Image_2025-02-26_at_11.40.53_AM.jpeg","WhatsApp_Image_2025-02-26_at_11.40.53_AM.jpeg","whatsapp-image-2025-02-26-at-11.40.53-am.jpeg","infrastructure-underpass-patterned-gfrc-wall-cladding-package","High","Internal Only","Internal Only","","keep private","internal only","",""
"public/images/projects/infrastructure-underpass-patterned-gfrc-wall-cladding-package/99-archive-originals/WhatsApp_Image_2025-02-26_at_11.40.53_AM_(1).jpeg","WhatsApp_Image_2025-02-26_at_11.40.53_AM_(1).jpeg","whatsapp-image-2025-02-26-at-11.40.53-am-1.jpeg","infrastructure-underpass-patterned-gfrc-wall-cladding-package","High","Internal Only","Internal Only","","keep private","internal only","",""
"public/images/projects/kaec-2025-hospitality/kaec-2025-hospitality-arrival-plaza-001.jpg","kaec-2025-hospitality-arrival-plaza-001.jpg","kaec-2025-hospitality-arrival-plaza-001.jpg","kaec-2025-hospitality","High","Project Gallery","Public Safe","","approve as-is","website gallery","",""
"public/images/projects/kaec-2025-hospitality/kaec-2025-hospitality-courtyard-facade-001.jpg","kaec-2025-hospitality-courtyard-facade-001.jpg","kaec-2025-hospitality-courtyard-facade-001.jpg","kaec-2025-hospitality","High","Project Gallery","Public Safe","","approve as-is","website gallery","",""
"public/images/projects/kaec-2025-hospitality/kaec-2025-hospitality-facade-arches-screens-004.jpg","kaec-2025-hospitality-facade-arches-screens-004.jpg","kaec-2025-hospitality-facade-arches-screens-004.jpg","kaec-2025-hospitality","High","Project Gallery","Public Safe","","approve as-is","website gallery","",""
"public/images/projects/kaec-2025-hospitality/kaec-2025-hospitality-facade-mashrabiya-001.jpg","kaec-2025-hospitality-facade-mashrabiya-001.jpg","kaec-2025-hospitality-facade-mashrabiya-001.jpg","kaec-2025-hospitality","High","Project Gallery","Public Safe","","approve as-is","website gallery","",""
"public/images/projects/kaec-2025-hospitality/kaec-2025-hospitality-facade-screens-002.jpg","kaec-2025-hospitality-facade-screens-002.jpg","kaec-2025-hospitality-facade-screens-002.jpg","kaec-2025-hospitality","High","Project Gallery","Public Safe","","approve as-is","website gallery","",""
"public/images/projects/kaec-2025-hospitality/kaec-2025-hospitality-grand-entrance-001.jpg","kaec-2025-hospitality-grand-entrance-001.jpg","kaec-2025-hospitality-grand-entrance-001.jpg","kaec-2025-hospitality","High","Project Gallery","Public Safe","","approve as-is","website gallery","",""
"public/images/projects/kaec-2025-hospitality/kaec-2025-hospitality-mashrabiya-facade-003.jpg","kaec-2025-hospitality-mashrabiya-facade-003.jpg","kaec-2025-hospitality-mashrabiya-facade-003.jpg","kaec-2025-hospitality","High","Project Gallery","Public Safe","","approve as-is","website gallery","",""
"public/images/projects/large-development-entrance-gateway-gfrc-package/01-hero/large-development-entrance-gateway-gfrc-hero-01.png","large-development-entrance-gateway-gfrc-hero-01.png","large-development-entrance-gateway-gfrc-hero-01.png","large-development-entrance-gateway-gfrc-package","Medium","Project Gallery","Sanitizable","visible client logo; project name/signage","mask logo; obscure project identifier; manual review required","do not publish (until sanitized)","Needs editing / client branding visible","Large development entrance gateway with GFRC/GRC arches, domes, cornices and tower elements."
"public/images/projects/large-development-entrance-gateway-gfrc-package/02-gateway-overview/large-development-entrance-gateway-gfrc-overview-01.jpg","large-development-entrance-gateway-gfrc-overview-01.jpg","large-development-entrance-gateway-gfrc-overview-01.jpg","large-development-entrance-gateway-gfrc-package","Medium","Project Gallery","Needs Manual Review","low quality/blur","optimize copy; manual review required","do not publish","Needs editing / lower resolution","Wide view of a GFRC/GRC entrance gateway with domed towers and landscaped approach."
"public/images/projects/large-development-entrance-gateway-gfrc-package/99-archive-originals/11 (6).jpg","11 (6).jpg","11-6.jpg","large-development-entrance-gateway-gfrc-package","High","Internal Only","Internal Only","","keep private","internal only","",""
"public/images/projects/large-development-entrance-gateway-gfrc-package/99-archive-originals/Picture2.png","Picture2.png","picture2.png","large-development-entrance-gateway-gfrc-package","High","Internal Only","Internal Only","","keep private","internal only","",""
"public/images/projects/makkah-2023-mosque/makkah-2023-mosque-arches-columns-capitals-001.jpg","makkah-2023-mosque-arches-columns-capitals-001.jpg","makkah-2023-mosque-arches-columns-capitals-001.jpg","makkah-2023-mosque","High","Project Gallery","Public Safe","","approve as-is","website gallery","",""
"public/images/projects/makkah-2023-mosque/makkah-2023-mosque-arches-columns-capitals-002.jpg","makkah-2023-mosque-arches-columns-capitals-002.jpg","makkah-2023-mosque-arches-columns-capitals-002.jpg","makkah-2023-mosque","High","Project Gallery","Public Safe","","approve as-is","website gallery","",""
"public/images/projects/makkah-2023-mosque/makkah-2023-mosque-decorative-elements-001.jpg","makkah-2023-mosque-decorative-elements-001.jpg","makkah-2023-mosque-decorative-elements-001.jpg","makkah-2023-mosque","High","Project Gallery","Public Safe","","approve as-is","website gallery","",""
"public/images/projects/makkah-2023-mosque/makkah-2023-mosque-decorative-elements-002.jpg","makkah-2023-mosque-decorative-elements-002.jpg","makkah-2023-mosque-decorative-elements-002.jpg","makkah-2023-mosque","Low","Unknown / Needs Review","Needs Manual Review","unclear ownership/source","manual review required","do not publish","",""
"public/images/projects/makkah-2023-mosque/makkah-2023-mosque-domes-001.jpg","makkah-2023-mosque-domes-001.jpg","makkah-2023-mosque-domes-001.jpg","makkah-2023-mosque","High","Project Gallery","Public Safe","","approve as-is","website gallery","",""
"public/images/projects/makkah-2023-mosque/makkah-2023-mosque-mashrabiya-001.jpg","makkah-2023-mosque-mashrabiya-001.jpg","makkah-2023-mosque-mashrabiya-001.jpg","makkah-2023-mosque","High","Project Gallery","Public Safe","","approve as-is","website gallery","",""
"public/images/projects/mashrabiya-screen-gfrc.png","mashrabiya-screen-gfrc.png","mashrabiya-screen-gfrc.png","design-generic-gfrc-render","High","Catalog","Public Safe","","approve as-is","system/product page; catalog","",""
"public/images/projects/mosque-domes-minaret-gfrc-package/01-hero/mosque-domes-minaret-gfrc-hero-01.jpeg","mosque-domes-minaret-gfrc-hero-01.jpeg","mosque-domes-minaret-gfrc-hero-01.jpeg","mosque-domes-minaret-gfrc-package","High","Project Gallery","Public Safe","","approve as-is","website gallery","Public candidate","Mosque GFRC/GRC facade package with domes, minaret, decorative screens, and cornices."
"public/images/projects/mosque-domes-minaret-gfrc-package/02-dome-detail/mosque-gfrc-decorative-dome-detail-01.jpg","mosque-gfrc-decorative-dome-detail-01.jpg","mosque-gfrc-decorative-dome-detail-01.jpg","mosque-domes-minaret-gfrc-package","High","Project Gallery","Public Safe","","approve as-is","website gallery","Public candidate","Decorative GFRC/GRC dome close-up showing raised Islamic geometric pattern."
"public/images/projects/mosque-domes-minaret-gfrc-package/02-dome-detail/mosque-gfrc-openwork-dome-detail-02.jpg","mosque-gfrc-openwork-dome-detail-02.jpg","mosque-gfrc-openwork-dome-detail-02.jpg","mosque-domes-minaret-gfrc-package","High","Project Gallery","Public Safe","","approve as-is","website gallery","Public candidate","Openwork decorative GFRC/GRC dome detail with patterned lattice."
"public/images/projects/mosque-domes-minaret-gfrc-package/03-facade-overview/mosque-gfrc-facade-overview-01.jpeg","mosque-gfrc-facade-overview-01.jpeg","mosque-gfrc-facade-overview-01.jpeg","mosque-domes-minaret-gfrc-package","High","Project Gallery","Public Safe","","approve as-is","website gallery","Public candidate","Wide mosque facade overview with GFRC/GRC domes, screens, and entrance frame."
"public/images/projects/mosque-domes-minaret-gfrc-package/03-minaret-facade/mosque-gfrc-minaret-detail-02.jpeg","mosque-gfrc-minaret-detail-02.jpeg","mosque-gfrc-minaret-detail-02.jpeg","mosque-domes-minaret-gfrc-package","High","Project Gallery","Public Safe","","approve as-is","website gallery","Public candidate","Mosque minaret and facade corner showing GFRC/GRC cornice and screen details."
"public/images/projects/mosque-domes-minaret-gfrc-package/03-minaret-facade/mosque-gfrc-minaret-facade-view-01.jpeg","mosque-gfrc-minaret-facade-view-01.jpeg","mosque-gfrc-minaret-facade-view-01.jpeg","mosque-domes-minaret-gfrc-package","High","Project Gallery","Public Safe","","approve as-is","website gallery","Public candidate","Vertical view of mosque minaret and GFRC/GRC facade elements."
"public/images/projects/mosque-domes-minaret-gfrc-package/04-night-lighting/mosque-gfrc-night-lighting-view-01.jpeg","mosque-gfrc-night-lighting-view-01.jpeg","mosque-gfrc-night-lighting-view-01.jpeg","mosque-domes-minaret-gfrc-package","High","Project Gallery","Public Safe","","approve as-is","website gallery","Public candidate","Night view of mosque GFRC/GRC facade package with illuminated domes and minaret."
"public/images/projects/mosque-domes-minaret-gfrc-package/05-site-context-needs-crop/mosque-gfrc-site-context-needs-crop-01.jpeg","mosque-gfrc-site-context-needs-crop-01.jpeg","mosque-gfrc-site-context-needs-crop-01.jpeg","mosque-domes-minaret-gfrc-package","Medium","Project Gallery","Sanitizable","site/location identity","crop; strip metadata; optimize copy","do not publish (until sanitized)","Needs crop before public use","Site-context view of mosque facade; use after crop due to cars and foreground clutter."
"public/images/projects/mosque-domes-minaret-gfrc-package/99-archive-originals/01-IMG_20230425_134710.jpg","01-IMG_20230425_134710.jpg","01-img-20230425-134710.jpg","mosque-domes-minaret-gfrc-package","High","Internal Only","Internal Only","","keep private","internal only","",""
"public/images/projects/mosque-domes-minaret-gfrc-package/99-archive-originals/02-IMG_20230425_134715.jpg","02-IMG_20230425_134715.jpg","02-img-20230425-134715.jpg","mosque-domes-minaret-gfrc-package","High","Internal Only","Internal Only","","keep private","internal only","",""
"public/images/projects/mosque-domes-minaret-gfrc-package/99-archive-originals/03-WhatsApp-Image-2025-02-27-at-9.48.00-AM-2.jpeg","03-WhatsApp-Image-2025-02-27-at-9.48.00-AM-2.jpeg","03-whatsapp-image-2025-02-27-at-9.48.00-am-2.jpeg","mosque-domes-minaret-gfrc-package","High","Internal Only","Internal Only","","keep private","internal only","",""
"public/images/projects/mosque-domes-minaret-gfrc-package/99-archive-originals/04-WhatsApp-Image-2025-02-27-at-9.48.01-AM.jpeg","04-WhatsApp-Image-2025-02-27-at-9.48.01-AM.jpeg","04-whatsapp-image-2025-02-27-at-9.48.01-am.jpeg","mosque-domes-minaret-gfrc-package","High","Internal Only","Internal Only","","keep private","internal only","",""
"public/images/projects/mosque-domes-minaret-gfrc-package/99-archive-originals/05-WhatsApp-Image-2025-02-27-at-9.48.02-AM-2.jpeg","05-WhatsApp-Image-2025-02-27-at-9.48.02-AM-2.jpeg","05-whatsapp-image-2025-02-27-at-9.48.02-am-2.jpeg","mosque-domes-minaret-gfrc-package","High","Internal Only","Internal Only","","keep private","internal only","",""
"public/images/projects/mosque-domes-minaret-gfrc-package/99-archive-originals/06-WhatsApp-Image-2025-02-27-at-9.48.03-AM-2---copy.jpeg","06-WhatsApp-Image-2025-02-27-at-9.48.03-AM-2---copy.jpeg","06-whatsapp-image-2025-02-27-at-9.48.03-am-2-copy.jpeg","mosque-domes-minaret-gfrc-package","High","Internal Only","Internal Only","","keep private","internal only","",""
"public/images/projects/mosque-domes-minaret-gfrc-package/99-archive-originals/07-WhatsApp-Image-2025-02-27-at-9.48.04-AM.jpeg","07-WhatsApp-Image-2025-02-27-at-9.48.04-AM.jpeg","07-whatsapp-image-2025-02-27-at-9.48.04-am.jpeg","mosque-domes-minaret-gfrc-package","High","Internal Only","Internal Only","","keep private","internal only","",""
"public/images/projects/mosque-domes-minaret-gfrc-package/99-archive-originals/08-WhatsApp-Image-2025-02-27-at-9.48.07-AM-1.jpeg","08-WhatsApp-Image-2025-02-27-at-9.48.07-AM-1.jpeg","08-whatsapp-image-2025-02-27-at-9.48.07-am-1.jpeg","mosque-domes-minaret-gfrc-package","High","Internal Only","Internal Only","","keep private","internal only","",""
"public/images/projects/ornamental-facade-gfrc.png","ornamental-facade-gfrc.png","ornamental-facade-gfrc.png","design-generic-gfrc-render","High","Catalog","Public Safe","","approve as-is","system/product page; catalog","",""
"public/images/projects/private-villa-classic-gfrc-package/01-hero/private-villa-classic-gfrc-hero-01.jpg","private-villa-classic-gfrc-hero-01.jpg","private-villa-classic-gfrc-hero-01.jpg","private-villa-classic-gfrc-package","Low","Unknown / Needs Review","Needs Manual Review","unclear ownership/source","manual review required","do not publish","",""
"public/images/projects/private-villa-classic-gfrc-package/02-facade-overview/private-villa-classic-gfrc-facade-overview-01.jpg","private-villa-classic-gfrc-facade-overview-01.jpg","private-villa-classic-gfrc-facade-overview-01.jpg","private-villa-classic-gfrc-package","Low","Unknown / Needs Review","Needs Manual Review","unclear ownership/source","manual review required","do not publish","",""
"public/images/projects/private-villa-classic-gfrc-package/03-entrance-arches/private-villa-classic-gfrc-entrance-arch-01.jpg","private-villa-classic-gfrc-entrance-arch-01.jpg","private-villa-classic-gfrc-entrance-arch-01.jpg","private-villa-classic-gfrc-package","Low","Unknown / Needs Review","Needs Manual Review","unclear ownership/source","manual review required","do not publish","",""
"public/images/projects/private-villa-classic-gfrc-package/04-columns-cornices/private-villa-classic-gfrc-column-cornice-detail-01.jpg","private-villa-classic-gfrc-column-cornice-detail-01.jpg","private-villa-classic-gfrc-column-cornice-detail-01.jpg","private-villa-classic-gfrc-package","Low","Unknown / Needs Review","Needs Manual Review","unclear ownership/source","manual review required","do not publish","",""
"public/images/projects/private-villa-classic-gfrc-package/06-archive-originals/IMG-20230525-WA0045.jpg","IMG-20230525-WA0045.jpg","img-20230525-wa0045.jpg","private-villa-classic-gfrc-package","High","Internal Only","Internal Only","","keep private","internal only","",""
"public/images/projects/private-villa-classic-gfrc-package/06-archive-originals/IMG-20230525-WA0054.jpg","IMG-20230525-WA0054.jpg","img-20230525-wa0054.jpg","private-villa-classic-gfrc-package","High","Internal Only","Internal Only","","keep private","internal only","",""
"public/images/projects/private-villa-classic-gfrc-package/06-archive-originals/IMG-20230525-WA0057.jpg","IMG-20230525-WA0057.jpg","img-20230525-wa0057.jpg","private-villa-classic-gfrc-package","High","Internal Only","Internal Only","","keep private","internal only","",""
"public/images/projects/private-villa-classic-gfrc-package/06-archive-originals/IMG-20230525-WA0060.jpg","IMG-20230525-WA0060.jpg","img-20230525-wa0060.jpg","private-villa-classic-gfrc-package","High","Internal Only","Internal Only","","keep private","internal only","",""
"public/images/projects/sheikh-hamad-al-thani-mosque-makkah-gfrc-package/01-hero/sheikh-hamad-al-thani-mosque-makkah-hero-01.jpg","sheikh-hamad-al-thani-mosque-makkah-hero-01.jpg","sheikh-hamad-al-thani-mosque-makkah-hero-01.jpg","sheikh-hamad-al-thani-mosque-makkah-gfrc-package","High","Project Gallery","Public Safe","","approve as-is","website gallery","","Sheikh Hamad bin Abdullah bin Jassim Al Thani Mosque in Al Aziziyah, Makkah with ornate GFRC domes and minaret"
"public/images/projects/sheikh-hamad-al-thani-mosque-makkah-gfrc-package/01-hero/sheikh-hamad-al-thani-mosque-makkah-hero-02.jpg","sheikh-hamad-al-thani-mosque-makkah-hero-02.jpg","sheikh-hamad-al-thani-mosque-makkah-hero-02.jpg","sheikh-hamad-al-thani-mosque-makkah-gfrc-package","Low","Unknown / Needs Review","Needs Manual Review","unclear ownership/source","manual review required","do not publish","","Close hero view of the mosque minaret with ornate GFRC details and gold finial"
"public/images/projects/sheikh-hamad-al-thani-mosque-makkah-gfrc-package/02-full-mosque-views/sheikh-hamad-al-thani-mosque-makkah-overview-01.jpg","sheikh-hamad-al-thani-mosque-makkah-overview-01.jpg","sheikh-hamad-al-thani-mosque-makkah-overview-01.jpg","sheikh-hamad-al-thani-mosque-makkah-gfrc-package","Low","Unknown / Needs Review","Needs Manual Review","unclear ownership/source","manual review required","do not publish","","Wide exterior view of Sheikh Hamad bin Abdullah bin Jassim Al Thani Mosque in Al Aziziyah, Makkah"
"public/images/projects/sheikh-hamad-al-thani-mosque-makkah-gfrc-package/02-full-mosque-views/sheikh-hamad-al-thani-mosque-makkah-overview-02.jpg","sheikh-hamad-al-thani-mosque-makkah-overview-02.jpg","sheikh-hamad-al-thani-mosque-makkah-overview-02.jpg","sheikh-hamad-al-thani-mosque-makkah-gfrc-package","Low","Unknown / Needs Review","Needs Manual Review","unclear ownership/source","manual review required","do not publish","","Main entrance façade view with GFRC ornamentation and tall mashrabiya-style openings"
"public/images/projects/sheikh-hamad-al-thani-mosque-makkah-gfrc-package/03-minaret-details/sheikh-hamad-al-thani-mosque-makkah-minaret-detail-01.jpg","sheikh-hamad-al-thani-mosque-makkah-minaret-detail-01.jpg","sheikh-hamad-al-thani-mosque-makkah-minaret-detail-01.jpg","sheikh-hamad-al-thani-mosque-makkah-gfrc-package","High","Project Gallery","Public Safe","","approve as-is","website gallery","","Close-up detail of the mosque minaret carved GFRC ornamentation"
"public/images/projects/sheikh-hamad-al-thani-mosque-makkah-gfrc-package/03-minaret-details/sheikh-hamad-al-thani-mosque-makkah-minaret-detail-02.jpg","sheikh-hamad-al-thani-mosque-makkah-minaret-detail-02.jpg","sheikh-hamad-al-thani-mosque-makkah-minaret-detail-02.jpg","sheikh-hamad-al-thani-mosque-makkah-gfrc-package","Low","Unknown / Needs Review","Needs Manual Review","unclear ownership/source","manual review required","do not publish","","Vertical close view of ornate mosque minaret with carved surface patterns"
"public/images/projects/sheikh-hamad-al-thani-mosque-makkah-gfrc-package/03-minaret-details/sheikh-hamad-al-thani-mosque-makkah-minaret-detail-03.jpg","sheikh-hamad-al-thani-mosque-makkah-minaret-detail-03.jpg","sheikh-hamad-al-thani-mosque-makkah-minaret-detail-03.jpg","sheikh-hamad-al-thani-mosque-makkah-gfrc-package","Low","Unknown / Needs Review","Needs Manual Review","unclear ownership/source","manual review required","do not publish","","Upper minaret section with gold finial and carved GFRC details"
"public/images/projects/sheikh-hamad-al-thani-mosque-makkah-gfrc-package/03-minaret-details/sheikh-hamad-al-thani-mosque-makkah-minaret-detail-04.jpg","sheikh-hamad-al-thani-mosque-makkah-minaret-detail-04.jpg","sheikh-hamad-al-thani-mosque-makkah-minaret-detail-04.jpg","sheikh-hamad-al-thani-mosque-makkah-gfrc-package","Low","Unknown / Needs Review","Needs Manual Review","unclear ownership/source","manual review required","do not publish","","Decorative balcony and carved band detail on the mosque minaret"
"public/images/projects/sheikh-hamad-al-thani-mosque-makkah-gfrc-package/03-minaret-details/sheikh-hamad-al-thani-mosque-makkah-minaret-detail-05.jpg","sheikh-hamad-al-thani-mosque-makkah-minaret-detail-05.jpg","sheikh-hamad-al-thani-mosque-makkah-minaret-detail-05.jpg","sheikh-hamad-al-thani-mosque-makkah-gfrc-package","Low","Unknown / Needs Review","Needs Manual Review","unclear ownership/source","manual review required","do not publish","","Close detail of calligraphic and ornamental GFRC craftsmanship on the minaret"
"public/images/projects/sheikh-hamad-al-thani-mosque-makkah-gfrc-package/03-minaret-details/sheikh-hamad-al-thani-mosque-makkah-minaret-detail-06.jpg","sheikh-hamad-al-thani-mosque-makkah-minaret-detail-06.jpg","sheikh-hamad-al-thani-mosque-makkah-minaret-detail-06.jpg","sheikh-hamad-al-thani-mosque-makkah-gfrc-package","Low","Unknown / Needs Review","Needs Manual Review","unclear ownership/source","manual review required","do not publish","","Close detail of upper minaret base, balcony, muqarnas-style forms, and carved bands"
"public/images/projects/sheikh-hamad-al-thani-mosque-makkah-gfrc-package/04-dome-details/sheikh-hamad-al-thani-mosque-makkah-dome-detail-01.jpg","sheikh-hamad-al-thani-mosque-makkah-dome-detail-01.jpg","sheikh-hamad-al-thani-mosque-makkah-dome-detail-01.jpg","sheikh-hamad-al-thani-mosque-makkah-gfrc-package","High","Project Gallery","Public Safe","","approve as-is","website gallery","","Decorative white mosque dome with Islamic GFRC ornamentation and crescent finial"
"public/images/projects/sheikh-hamad-al-thani-mosque-makkah-gfrc-package/04-dome-details/sheikh-hamad-al-thani-mosque-makkah-dome-detail-02.jpg","sheikh-hamad-al-thani-mosque-makkah-dome-detail-02.jpg","sheikh-hamad-al-thani-mosque-makkah-dome-detail-02.jpg","sheikh-hamad-al-thani-mosque-makkah-gfrc-package","Low","Unknown / Needs Review","Needs Manual Review","unclear ownership/source","manual review required","do not publish","","Low-angle close-up of ornate mosque dome and decorative parapet"
"public/images/projects/sheikh-hamad-al-thani-mosque-makkah-gfrc-package/05-facade-entrance-details/sheikh-hamad-al-thani-mosque-makkah-facade-detail-01.jpg","sheikh-hamad-al-thani-mosque-makkah-facade-detail-01.jpg","sheikh-hamad-al-thani-mosque-makkah-facade-detail-01.jpg","sheikh-hamad-al-thani-mosque-makkah-gfrc-package","Low","Unknown / Needs Review","Needs Manual Review","unclear ownership/source","manual review required","do not publish","","Façade detail showing tall mashrabiya-style openings, carved bands, and decorative GFRC elements"
